year,Km_travelled,fuel_type,city,assembly,engine,body_type,interior_scores,exterior_scores,comfort_scores,company,price
2016,110000,5.0,0.0,0.0,1300,8.0,2.0,1.0,1.0,39.0,0.38
2014,150000,2.0,0.0,0.0,1500,3.0,0.0,1.0,2.0,39.0,0.38
2011,99991,2.0,2.0,0.0,3300,7.0,2.0,2.0,0.0,25.0,0.75
2005,165000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.18
2019,147000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.58
2017,133000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.51
1995,100000,5.0,2.0,1.0,1500,8.0,1.0,2.0,1.0,15.0,0.07
2012,91500,5.0,2.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.28
2010,190000,5.0,2.0,0.0,1000,8.0,2.0,2.0,1.0,39.0,0.24
2012,200000,5.0,1.0,0.0,660,5.0,1.0,2.0,1.0,37.0,0.19
2022,33000,5.0,2.0,1.0,2000,7.0,0.0,0.0,0.0,17.0,0.75
2018,66000,5.0,1.0,1.0,1300,8.0,2.0,1.0,1.0,15.0,0.39
2026,25,5.0,3.0,1.0,1500,7.0,0.0,0.0,0.0,14.0,0.98
2018,92000,5.0,1.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.49
2009,128161,5.0,1.0,0.0,1800,8.0,2.0,2.0,0.0,28.0,0.47
2025,19504,5.0,1.0,1.0,2500,8.0,0.0,0.0,0.0,17.0,1.18
2020,100000,5.0,0.0,0.0,1300,2.0,0.0,2.0,2.0,30.0,0.62
2008,133000,5.0,2.0,0.0,1500,8.0,2.0,2.0,2.0,39.0,0.37
2021,74886,5.0,1.0,0.0,1500,2.0,0.0,0.0,0.0,26.0,0.64
2018,100000,2.0,3.0,0.0,1500,4.0,2.0,2.0,2.0,15.0,0.6
2010,85000,5.0,2.0,0.0,3500,2.0,1.0,1.0,2.0,25.0,0.7
2011,104730,5.0,2.0,0.0,3500,2.0,0.0,2.0,0.0,25.0,0.73
2016,41000,5.0,2.0,0.0,1200,8.0,2.0,1.0,2.0,0.0,0.66
2012,150000,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.21
2013,130000,2.0,0.0,0.0,1800,8.0,2.0,1.0,2.0,39.0,0.47
2022,40000,2.0,3.0,0.0,660,6.0,2.0,2.0,2.0,37.0,0.38
2023,29000,5.0,0.0,1.0,2000,7.0,0.0,0.0,0.0,17.0,0.78
2012,148000,5.0,1.0,1.0,1600,8.0,2.0,1.0,2.0,39.0,0.33
2015,78000,2.0,2.0,0.0,1500,3.0,0.0,2.0,2.0,39.0,0.38
2006,238000,5.0,1.0,1.0,1600,8.0,2.0,2.0,1.0,37.0,0.15
2015,97000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.32
2015,120000,5.0,1.0,1.0,1300,8.0,2.0,1.0,1.0,15.0,0.36
2009,85000,5.0,2.0,0.0,1500,8.0,2.0,1.0,2.0,39.0,0.47
2015,180000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.36
2023,34000,5.0,0.0,1.0,1500,2.0,2.0,0.0,0.0,6.0,0.54
2013,140000,2.0,2.0,0.0,1500,3.0,2.0,2.0,2.0,39.0,0.34
2018,190000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.39
2021,90000,5.0,0.0,1.0,1000,8.0,2.0,1.0,1.0,37.0,0.29
2013,160000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.43
2020,75000,5.0,3.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.63
2020,41000,5.0,3.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.64
2021,47000,5.0,1.0,1.0,1800,8.0,0.0,0.0,2.0,39.0,0.64
2007,155000,5.0,4.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.25
2021,46000,5.0,1.0,0.0,2500,8.0,1.0,2.0,2.0,17.0,0.9
2019,58300,5.0,0.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.56
2023,16000,5.0,2.0,1.0,2000,7.0,0.0,0.0,0.0,17.0,0.82
2024,60000,5.0,0.0,1.0,1500,2.0,2.0,2.0,2.0,15.0,0.67
2014,197000,2.0,0.0,0.0,1800,4.0,0.0,2.0,2.0,39.0,0.49
2019,100000,2.0,3.0,0.0,1800,2.0,2.0,2.0,0.0,39.0,0.77
2012,72312,5.0,0.0,0.0,2700,7.0,2.0,1.0,1.0,39.0,1.59
2011,126000,5.0,1.0,1.0,1800,8.0,1.0,2.0,1.0,15.0,0.28
2021,142000,5.0,0.0,0.0,2000,2.0,1.0,2.0,2.0,23.0,0.65
2019,61500,5.0,2.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.51
2011,300000,5.0,0.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.26
2025,9500,5.0,1.0,1.0,1300,8.0,2.0,2.0,2.0,3.0,0.38
2009,170000,5.0,1.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.28
2020,36945,5.0,2.0,0.0,660,5.0,1.0,2.0,1.0,37.0,0.27
2026,50,5.0,3.0,1.0,1300,8.0,1.0,1.0,1.0,39.0,0.51
2022,68000,5.0,1.0,1.0,2000,7.0,2.0,2.0,2.0,1.0,0.76
2019,77000,5.0,2.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.5
2017,117000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.34
2022,60000,5.0,1.0,1.0,1600,8.0,2.0,2.0,1.0,39.0,0.58
2014,90000,2.0,2.0,0.0,1500,2.0,2.0,2.0,2.0,15.0,0.39
2019,70000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.61
2014,38000,5.0,1.0,0.0,2000,7.0,1.0,2.0,2.0,0.0,0.93
2020,37000,5.0,3.0,0.0,2700,7.0,2.0,0.0,0.0,39.0,2.81
2025,41,5.0,3.0,1.0,2000,8.0,2.0,2.0,0.0,17.0,0.73
2022,40400,5.0,1.0,1.0,2000,2.0,0.0,0.0,2.0,23.0,0.69
2022,2300,5.0,3.0,0.0,660,8.0,2.0,2.0,0.0,15.0,0.39
2023,49000,5.0,0.0,0.0,1200,2.0,0.0,2.0,2.0,31.0,0.59
2021,68000,5.0,2.0,1.0,2000,2.0,1.0,2.0,2.0,23.0,0.66
2018,125000,5.0,1.0,1.0,1500,8.0,2.0,1.0,1.0,15.0,0.36
2000,200000,5.0,4.0,0.0,4700,7.0,2.0,2.0,2.0,39.0,0.7
2011,202348,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.3
2019,110000,2.0,1.0,0.0,1800,2.0,2.0,2.0,0.0,39.0,0.85
2017,55000,5.0,2.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.38
2018,115000,5.0,0.0,1.0,2700,7.0,0.0,1.0,2.0,39.0,1.16
2003,200500,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,37.0,0.1
2007,175,5.0,2.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.25
2014,100000,5.0,2.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.28
2007,180000,5.0,1.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.24
2019,40000,2.0,2.0,0.0,1500,3.0,0.0,2.0,2.0,39.0,0.65
2013,122588,5.0,2.0,0.0,1800,8.0,2.0,2.0,2.0,15.0,0.32
2015,60000,5.0,1.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.46
2020,65000,5.0,2.0,1.0,1500,8.0,2.0,0.0,2.0,15.0,0.56
2020,67000,5.0,3.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.59
2007,165000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,37.0,0.13
2020,40000,5.0,3.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.65
2016,101590,2.0,0.0,0.0,1500,2.0,0.0,1.0,0.0,15.0,0.61
2019,73000,2.0,1.0,0.0,1500,2.0,0.0,1.0,0.0,15.0,0.71
2013,145000,5.0,0.0,0.0,1800,8.0,2.0,0.0,0.0,28.0,0.72
2020,127635,5.0,3.0,0.0,660,5.0,1.0,2.0,1.0,37.0,0.29
2021,49100,1.0,1.0,1.0,2800,7.0,0.0,2.0,0.0,39.0,1.5
2023,53000,2.0,0.0,1.0,1500,7.0,0.0,0.0,2.0,14.0,1.05
2017,106000,5.0,1.0,1.0,1500,4.0,2.0,1.0,1.0,15.0,0.42
2020,31500,5.0,1.0,0.0,2000,7.0,0.0,0.0,0.0,0.0,1.75
2020,44000,5.0,0.0,1.0,2000,2.0,0.0,0.0,0.0,23.0,0.67
2019,157547,5.0,0.0,1.0,1300,8.0,2.0,1.0,2.0,15.0,0.41
2006,335000,5.0,0.0,1.0,1800,8.0,2.0,1.0,1.0,39.0,0.31
2013,250000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.34
2007,115000,5.0,1.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.23
2022,26000,5.0,3.0,0.0,660,5.0,2.0,2.0,0.0,37.0,0.33
2021,45000,5.0,2.0,1.0,1300,8.0,2.0,2.0,2.0,34.0,0.24
2019,79000,2.0,1.0,0.0,1500,2.0,0.0,2.0,0.0,15.0,0.65
2011,115000,2.0,1.0,0.0,1800,8.0,2.0,1.0,2.0,39.0,0.42
2021,60000,5.0,1.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.6
2022,50000,5.0,1.0,1.0,2000,7.0,0.0,0.0,0.0,17.0,0.76
2005,125000,5.0,2.0,1.0,1600,8.0,2.0,2.0,1.0,15.0,0.17
2022,79682,5.0,0.0,1.0,1500,8.0,2.0,0.0,2.0,3.0,0.39
2014,133000,2.0,1.0,0.0,1500,2.0,0.0,2.0,0.0,15.0,0.48
2021,60000,5.0,2.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.58
2005,180000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.22
2022,40700,5.0,1.0,1.0,2000,7.0,2.0,0.0,0.0,17.0,0.72
2021,46500,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,39.0,0.62
2019,61000,2.0,1.0,0.0,1800,2.0,2.0,2.0,0.0,39.0,0.79
2023,34000,5.0,1.0,1.0,1600,8.0,2.0,0.0,2.0,17.0,0.6
2022,47000,5.0,1.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.63
2001,300000,5.0,1.0,1.0,1500,8.0,1.0,1.0,1.0,15.0,0.11
2020,26000,5.0,3.0,0.0,1000,2.0,0.0,2.0,0.0,39.0,0.6
2015,100000,2.0,0.0,0.0,1500,2.0,2.0,2.0,2.0,15.0,0.52
2022,82000,5.0,1.0,1.0,1300,8.0,0.0,2.0,1.0,39.0,0.44
2008,400000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.28
2023,50000,5.0,0.0,1.0,2000,2.0,0.0,0.0,2.0,23.0,0.8
1987,10000,5.0,1.0,1.0,1600,8.0,1.0,2.0,1.0,39.0,0.06
2018,95000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.36
2021,90000,5.0,0.0,1.0,2000,2.0,0.0,0.0,0.0,23.0,0.71
2012,110000,2.0,1.0,0.0,1500,3.0,0.0,1.0,2.0,39.0,0.36
2013,140000,2.0,0.0,0.0,1500,3.0,2.0,1.0,2.0,39.0,0.34
1998,190000,5.0,0.0,0.0,2700,7.0,1.0,1.0,1.0,39.0,0.37
2013,150000,5.0,1.0,0.0,660,6.0,1.0,2.0,1.0,15.0,0.15
1996,180000,5.0,1.0,0.0,3400,7.0,2.0,0.0,1.0,39.0,0.34
2021,69000,5.0,1.0,1.0,1800,8.0,0.0,0.0,2.0,39.0,0.65
1986,150000,5.0,2.0,1.0,1600,8.0,1.0,2.0,1.0,39.0,0.04
2021,64500,5.0,1.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.66
2007,142000,5.0,0.0,0.0,1500,9.0,1.0,1.0,2.0,39.0,0.46
2014,98000,5.0,0.0,0.0,660,9.0,2.0,1.0,2.0,37.0,0.24
2020,53000,5.0,0.0,1.0,2000,2.0,0.0,0.0,2.0,23.0,0.64
2024,18524,2.0,1.0,1.0,1800,7.0,0.0,0.0,0.0,39.0,0.85
2019,46000,5.0,1.0,0.0,2700,7.0,1.0,2.0,0.0,39.0,2.55
2005,165000,1.0,1.0,0.0,4200,7.0,2.0,2.0,2.0,39.0,1.06
2016,88000,5.0,1.0,0.0,1800,8.0,2.0,2.0,0.0,0.0,0.98
2014,180000,2.0,0.0,0.0,1500,3.0,2.0,1.0,2.0,39.0,0.4
2020,72000,5.0,3.0,0.0,1000,2.0,2.0,2.0,0.0,8.0,0.54
2016,38518,5.0,0.0,1.0,1500,8.0,1.0,1.0,1.0,15.0,0.4
2022,52000,5.0,1.0,1.0,2500,8.0,0.0,0.0,0.0,17.0,0.85
2016,75000,2.0,0.0,0.0,1500,2.0,0.0,1.0,0.0,15.0,0.63
2021,129000,5.0,2.0,1.0,1500,2.0,0.0,0.0,0.0,26.0,0.64
2020,27000,5.0,3.0,0.0,2700,7.0,0.0,0.0,0.0,39.0,2.5
2010,172,5.0,1.0,0.0,1800,8.0,2.0,2.0,2.0,15.0,0.28
2018,73000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.51
2007,124567,5.0,4.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.21
2015,36930,5.0,0.0,0.0,2700,7.0,1.0,2.0,0.0,39.0,2.45
2015,150000,5.0,2.0,1.0,1800,8.0,0.0,0.0,2.0,15.0,0.41
2022,14000,5.0,3.0,0.0,3400,7.0,0.0,2.0,0.0,39.0,6.5
2004,85000,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,37.0,0.09
2014,142000,2.0,0.0,0.0,660,6.0,2.0,1.0,2.0,30.0,0.23
2014,155000,5.0,1.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.38
2010,150000,5.0,0.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.26
2011,122000,5.0,0.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.28
2009,165000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.29
2014,130000,2.0,0.0,0.0,1800,8.0,2.0,1.0,2.0,39.0,0.49
2017,111000,5.0,1.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.53
2006,199000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.23
2013,96000,5.0,0.0,0.0,1600,8.0,1.0,1.0,1.0,39.0,0.36
2025,18816,2.0,2.0,1.0,1500,7.0,0.0,0.0,0.0,14.0,1.16
2005,168000,5.0,1.0,1.0,1600,8.0,1.0,2.0,1.0,29.0,0.17
2017,71000,5.0,1.0,0.0,660,6.0,1.0,1.0,1.0,8.0,0.21
2018,104000,5.0,1.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.49
2017,29000,5.0,0.0,0.0,2700,7.0,1.0,2.0,2.0,39.0,2.75
2024,13000,2.0,0.0,1.0,1500,7.0,0.0,0.0,2.0,14.0,1.12
2018,74000,5.0,1.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.55
2022,47000,5.0,0.0,1.0,2500,8.0,0.0,0.0,0.0,17.0,0.9
2020,77500,5.0,1.0,0.0,1800,8.0,2.0,0.0,2.0,15.0,0.61
2006,163923,5.0,1.0,0.0,1300,8.0,2.0,2.0,1.0,39.0,0.23
2015,300000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.34
2016,137000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.38
2021,47132,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.63
2008,90000,5.0,2.0,0.0,1800,8.0,2.0,2.0,2.0,0.0,0.46
2017,157000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.34
2019,88000,5.0,2.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.45
2021,27000,5.0,3.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.63
2013,100000,5.0,0.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.32
2013,150000,5.0,0.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.39
2007,100000,5.0,4.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.2
2006,150000,5.0,0.0,0.0,1500,8.0,2.0,2.0,1.0,39.0,0.35
2022,103000,5.0,0.0,1.0,2000,2.0,0.0,2.0,2.0,23.0,0.63
2018,130000,2.0,0.0,0.0,1500,2.0,0.0,1.0,0.0,15.0,0.69
2026,16,4.0,3.0,0.0,1500,7.0,0.0,0.0,0.0,19.0,1.09
2022,55000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,39.0,0.69
2025,8300,5.0,1.0,1.0,2500,8.0,0.0,2.0,0.0,17.0,1.72
2026,9,5.0,3.0,1.0,1800,8.0,2.0,0.0,2.0,39.0,0.81
2023,52000,5.0,0.0,1.0,1500,8.0,2.0,2.0,2.0,15.0,0.79
2022,55000,5.0,1.0,0.0,1200,2.0,0.0,2.0,2.0,31.0,0.56
2014,129000,5.0,1.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.37
2022,62000,5.0,1.0,1.0,1600,8.0,2.0,2.0,2.0,39.0,0.64
2011,205000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.22
2022,50000,5.0,0.0,1.0,2000,7.0,0.0,0.0,0.0,17.0,0.76
1988,250000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.1
2015,190000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.38
2004,100000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.2
2017,156000,5.0,2.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.46
2013,174000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.27
2016,132000,2.0,2.0,0.0,1500,4.0,2.0,1.0,2.0,39.0,0.53
2019,112000,2.0,1.0,0.0,1500,2.0,0.0,1.0,0.0,15.0,0.68
2005,300000,5.0,0.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.12
1996,200000,5.0,2.0,0.0,660,8.0,2.0,2.0,2.0,29.0,0.09
1998,200000,1.0,2.0,0.0,3000,7.0,2.0,1.0,1.0,39.0,0.45
2007,150000,2.0,1.0,0.0,1500,8.0,2.0,1.0,1.0,39.0,0.27
2021,45000,5.0,1.0,1.0,1000,6.0,1.0,1.0,2.0,3.0,0.23
2012,115000,5.0,2.0,0.0,660,3.0,1.0,2.0,2.0,36.0,0.19
2016,90000,5.0,0.0,1.0,1300,8.0,2.0,1.0,1.0,39.0,0.39
2013,93500,5.0,1.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.33
2023,52000,5.0,2.0,1.0,1500,0.0,2.0,0.0,0.0,3.0,0.73
2014,200000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.32
2011,240000,5.0,0.0,0.0,1500,9.0,2.0,2.0,1.0,39.0,0.37
2012,113000,5.0,1.0,0.0,1800,8.0,2.0,2.0,0.0,28.0,0.7
2010,195000,5.0,2.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.24
2019,80000,5.0,0.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.46
2019,90000,2.0,1.0,0.0,1800,2.0,2.0,2.0,0.0,39.0,0.71
2021,57163,5.0,0.0,0.0,660,3.0,2.0,1.0,1.0,8.0,0.36
2018,70000,5.0,0.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.54
2012,95000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.32
2012,110000,5.0,2.0,0.0,4600,7.0,1.0,2.0,2.0,39.0,2.62
2014,100191,2.0,0.0,0.0,1500,2.0,0.0,1.0,0.0,15.0,0.46
2020,55000,5.0,0.0,0.0,4600,7.0,2.0,0.0,0.0,39.0,4.75
2008,20394,5.0,2.0,0.0,4600,7.0,0.0,2.0,2.0,39.0,1.68
2018,44000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.4
2019,38000,5.0,1.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.51
2009,129000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.26
2018,67000,5.0,0.0,1.0,1300,8.0,2.0,1.0,1.0,39.0,0.49
2007,175000,1.0,1.0,1.0,2000,8.0,1.0,1.0,1.0,39.0,0.32
2017,92650,5.0,0.0,1.0,1500,8.0,2.0,1.0,2.0,15.0,0.37
2013,130000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.29
2018,91757,5.0,4.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.42
2017,129000,5.0,1.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.52
2014,98500,5.0,1.0,0.0,660,6.0,1.0,2.0,1.0,30.0,0.2
2005,110000,5.0,1.0,1.0,1500,8.0,2.0,2.0,1.0,15.0,0.17
2011,157000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.28
2018,56500,5.0,0.0,1.0,2700,7.0,2.0,2.0,2.0,39.0,1.1
1984,100000,5.0,0.0,0.0,2000,8.0,1.0,1.0,1.0,39.0,0.12
2016,118000,2.0,0.0,0.0,1500,2.0,0.0,1.0,0.0,15.0,0.56
2020,45000,5.0,0.0,0.0,1000,2.0,0.0,2.0,0.0,39.0,0.58
2023,56000,2.0,0.0,0.0,1500,7.0,0.0,0.0,2.0,14.0,0.99
2016,79000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.43
2004,250000,5.0,1.0,1.0,1600,8.0,1.0,2.0,1.0,29.0,0.23
2022,78000,5.0,3.0,0.0,660,8.0,2.0,2.0,2.0,39.0,0.35
2016,65000,5.0,0.0,0.0,4600,7.0,2.0,2.0,2.0,39.0,3.39
2021,25000,5.0,3.0,0.0,2700,7.0,0.0,0.0,0.0,39.0,2.8
2020,50000,5.0,2.0,0.0,2000,8.0,0.0,2.0,0.0,0.0,2.19
2018,24000,5.0,1.0,0.0,2000,7.0,0.0,0.0,0.0,35.0,5.45
2019,59000,2.0,0.0,0.0,2000,7.0,0.0,0.0,0.0,35.0,4.95
2020,58000,5.0,2.0,0.0,1000,2.0,2.0,1.0,2.0,39.0,0.57
1988,100000,0.0,1.0,0.0,1300,8.0,1.0,1.0,1.0,39.0,0.09
2009,110000,5.0,0.0,1.0,1300,8.0,2.0,2.0,2.0,15.0,0.28
2024,11500,2.0,1.0,1.0,1500,7.0,0.0,0.0,2.0,14.0,1.12
2020,61000,5.0,3.0,0.0,1000,2.0,0.0,2.0,2.0,8.0,0.57
2018,93000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.4
2012,100000,5.0,1.0,0.0,1800,8.0,2.0,2.0,2.0,15.0,0.37
2025,10000,2.0,0.0,1.0,1600,2.0,1.0,1.0,2.0,17.0,1.16
2026,20,2.0,3.0,1.0,1600,7.0,1.0,1.0,2.0,23.0,1.68
2012,1,5.0,0.0,1.0,1300,8.0,1.0,1.0,1.0,39.0,0.3
2004,100000,5.0,2.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.18
2012,122000,5.0,0.0,0.0,2700,7.0,2.0,1.0,1.0,39.0,1.66
2017,48500,5.0,2.0,1.0,2700,7.0,2.0,2.0,2.0,39.0,1.03
2021,30000,5.0,3.0,0.0,1000,2.0,2.0,2.0,0.0,8.0,0.6
2020,46000,5.0,3.0,0.0,1000,2.0,0.0,2.0,0.0,8.0,0.55
2020,38350,5.0,3.0,0.0,1000,2.0,0.0,2.0,2.0,8.0,0.57
2016,103000,5.0,2.0,1.0,1600,8.0,1.0,1.0,1.0,39.0,0.41
2022,44000,5.0,2.0,1.0,1800,8.0,2.0,0.0,2.0,39.0,0.68
2021,40500,5.0,0.0,1.0,2000,2.0,0.0,0.0,0.0,23.0,0.71
2022,33547,5.0,3.0,0.0,660,3.0,1.0,1.0,2.0,15.0,0.36
2013,178233,2.0,0.0,0.0,1800,4.0,2.0,1.0,2.0,39.0,0.47
2021,60000,5.0,2.0,1.0,1500,4.0,2.0,2.0,2.0,15.0,0.51
2025,4200,5.0,2.0,1.0,1400,2.0,0.0,0.0,2.0,23.0,0.58
1996,200000,1.0,2.0,0.0,3000,7.0,2.0,1.0,1.0,39.0,0.41
1994,150000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,37.0,0.05
2022,118000,5.0,1.0,1.0,1500,8.0,2.0,2.0,2.0,15.0,0.72
2020,80000,5.0,0.0,0.0,1000,2.0,2.0,2.0,0.0,8.0,0.58
2019,230000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.36
2022,57000,5.0,0.0,1.0,2000,8.0,2.0,2.0,0.0,17.0,0.6
2019,85000,2.0,0.0,0.0,1500,8.0,2.0,2.0,0.0,15.0,0.8
2020,65700,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.59
2013,110000,5.0,0.0,0.0,3500,2.0,2.0,1.0,2.0,25.0,1.07
2016,98000,5.0,2.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.44
2026,3000,5.0,3.0,1.0,2000,2.0,0.0,0.0,0.0,17.0,1.23
2004,201507,5.0,4.0,0.0,3400,7.0,2.0,2.0,2.0,39.0,0.6
2020,42000,5.0,2.0,1.0,2000,2.0,2.0,0.0,0.0,23.0,0.65
2018,82000,5.0,2.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.43
2021,58000,5.0,2.0,1.0,1300,8.0,1.0,1.0,1.0,39.0,0.39
2021,12000,2.0,3.0,0.0,1500,3.0,1.0,2.0,2.0,39.0,0.76
2019,103000,2.0,3.0,0.0,1500,2.0,2.0,1.0,2.0,15.0,0.77
2012,150000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.24
2015,76000,5.0,1.0,1.0,1300,8.0,2.0,1.0,1.0,15.0,0.31
2016,10,5.0,0.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.35
2011,154000,5.0,1.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.29
2005,250000,5.0,1.0,1.0,1300,8.0,2.0,1.0,1.0,37.0,0.12
2022,16500,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,34.0,0.26
2022,56000,5.0,0.0,1.0,2000,2.0,0.0,0.0,0.0,23.0,0.74
2016,138234,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.42
2022,80000,5.0,1.0,1.0,1500,8.0,2.0,2.0,2.0,15.0,0.78
2015,111174,5.0,1.0,1.0,1500,8.0,2.0,1.0,1.0,15.0,0.35
2012,138000,5.0,2.0,1.0,1600,8.0,2.0,2.0,1.0,39.0,0.3
2019,82000,5.0,1.0,0.0,1300,8.0,1.0,1.0,1.0,15.0,0.38
2005,146000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.18
2014,125000,5.0,0.0,1.0,1300,8.0,2.0,1.0,1.0,15.0,0.33
2017,151000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.29
1992,300000,1.0,2.0,0.0,4200,7.0,1.0,2.0,2.0,39.0,0.37
2013,132000,5.0,1.0,1.0,1300,8.0,2.0,1.0,1.0,39.0,0.33
2023,7200,5.0,3.0,0.0,660,3.0,1.0,1.0,2.0,15.0,0.39
2009,183000,5.0,0.0,0.0,1800,8.0,2.0,0.0,0.0,0.0,0.56
