year,Km_travelled,fuel_type,city,assembly,engine,body_type,interior_scores,exterior_scores,comfort_scores,company,price
1995,200000,5.0,1.0,1.0,1500,8.0,2.0,2.0,1.0,15.0,0.1
2015,76000,5.0,1.0,1.0,1300,8.0,2.0,1.0,1.0,15.0,0.36
2020,62000,5.0,0.0,1.0,2000,2.0,0.0,0.0,2.0,23.0,0.67
2017,90000,2.0,0.0,0.0,1800,2.0,2.0,2.0,0.0,39.0,0.63
2020,92000,5.0,0.0,1.0,1500,4.0,2.0,2.0,2.0,15.0,0.48
2021,56000,5.0,0.0,1.0,2700,7.0,0.0,1.0,2.0,39.0,1.42
2006,250000,5.0,2.0,0.0,1300,8.0,1.0,2.0,1.0,37.0,0.12
2005,174000,5.0,0.0,1.0,1500,8.0,2.0,2.0,1.0,15.0,0.23
2007,205000,5.0,0.0,0.0,2700,7.0,1.0,1.0,1.0,39.0,0.82
2019,45000,1.0,1.0,0.0,2800,7.0,0.0,0.0,0.0,39.0,2.75
2020,25000,5.0,3.0,0.0,2700,7.0,1.0,2.0,0.0,39.0,3.0
2021,40000,5.0,1.0,1.0,2500,8.0,0.0,2.0,0.0,17.0,0.84
2017,66000,1.0,0.0,0.0,2800,7.0,0.0,0.0,0.0,39.0,2.77
1998,132000,5.0,0.0,0.0,2700,7.0,1.0,1.0,1.0,39.0,0.47
2021,61391,5.0,1.0,1.0,2500,8.0,1.0,1.0,2.0,17.0,0.89
2020,50,5.0,3.0,0.0,4600,7.0,2.0,0.0,0.0,39.0,5.5
2026,20,2.0,3.0,1.0,1500,7.0,0.0,0.0,0.0,19.0,1.08
2024,36000,2.0,1.0,1.0,1800,7.0,0.0,0.0,0.0,39.0,0.81
2016,117000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.33
2021,48000,5.0,2.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.61
2026,10,4.0,1.0,1.0,1500,7.0,0.0,0.0,0.0,19.0,1.08
2006,130000,5.0,1.0,0.0,1300,8.0,1.0,1.0,1.0,39.0,0.24
2015,89000,5.0,2.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.34
2016,140000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,15.0,0.34
2015,161000,5.0,0.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.37
2011,140000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.25
2005,165000,5.0,1.0,0.0,1800,8.0,2.0,1.0,2.0,28.0,0.28
2020,75000,5.0,1.0,1.0,1500,2.0,0.0,0.0,0.0,26.0,0.56
2007,395000,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.16
2012,150000,5.0,4.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.26
2016,132000,5.0,1.0,0.0,660,3.0,2.0,1.0,2.0,36.0,0.24
2015,118903,5.0,1.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.34
2003,112223,5.0,0.0,0.0,3400,7.0,2.0,2.0,0.0,39.0,0.94
1998,260000,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.1
2020,65000,5.0,3.0,1.0,1000,2.0,2.0,2.0,2.0,39.0,0.59
2021,112000,5.0,1.0,1.0,1800,8.0,2.0,0.0,2.0,39.0,0.65
2010,350000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.24
2014,100000,5.0,0.0,1.0,1800,8.0,2.0,1.0,1.0,15.0,0.35
2025,1500,5.0,2.0,1.0,3500,0.0,0.0,0.0,0.0,23.0,1.02
2022,31000,5.0,3.0,0.0,2700,7.0,1.0,2.0,0.0,39.0,3.3
2021,27000,5.0,3.0,0.0,2700,7.0,1.0,2.0,0.0,39.0,2.78
2023,20711,5.0,1.0,1.0,2000,2.0,0.0,0.0,2.0,23.0,0.78
2019,17800,5.0,0.0,1.0,1300,8.0,2.0,1.0,1.0,39.0,0.54
2024,51000,2.0,0.0,1.0,1600,7.0,0.0,0.0,0.0,17.0,1.28
2022,35000,5.0,1.0,1.0,1300,2.0,0.0,0.0,0.0,28.0,2.75
2023,37000,5.0,0.0,1.0,2000,7.0,0.0,0.0,0.0,17.0,0.81
2017,85000,5.0,1.0,0.0,1600,8.0,0.0,2.0,0.0,28.0,1.45
2021,15800,5.0,2.0,0.0,4600,7.0,1.0,2.0,2.0,39.0,4.9
2011,170000,5.0,1.0,1.0,1600,8.0,2.0,2.0,2.0,39.0,0.35
2009,335000,5.0,0.0,1.0,1300,8.0,1.0,1.0,1.0,39.0,0.28
2011,100000,5.0,0.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.35
2009,225000,5.0,0.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.29
2009,400000,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,15.0,0.24
2017,45000,5.0,1.0,1.0,1800,8.0,2.0,1.0,2.0,15.0,0.54
1999,180000,5.0,1.0,1.0,1800,8.0,1.0,1.0,1.0,28.0,0.23
2022,24000,5.0,2.0,1.0,1598,8.0,2.0,2.0,2.0,39.0,0.65
2018,55000,2.0,1.0,0.0,1800,2.0,2.0,2.0,0.0,39.0,0.74
2013,102000,2.0,2.0,0.0,1500,3.0,2.0,2.0,1.0,39.0,0.34
2022,50000,5.0,0.0,1.0,1200,2.0,0.0,2.0,2.0,31.0,0.62
2009,65000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.24
2025,50000,2.0,4.0,0.0,660,3.0,2.0,1.0,2.0,37.0,0.39
1993,500000,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,37.0,0.04
2022,26000,5.0,0.0,1.0,1500,2.0,2.0,0.0,0.0,6.0,0.5
2020,54000,5.0,0.0,0.0,1000,2.0,2.0,2.0,2.0,39.0,0.56
2013,117000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.31
2018,67000,5.0,1.0,1.0,1500,8.0,1.0,2.0,2.0,15.0,0.4
2017,115000,2.0,2.0,0.0,1500,8.0,2.0,1.0,0.0,39.0,0.54
2017,80000,5.0,2.0,1.0,2700,7.0,2.0,2.0,2.0,39.0,1.12
2020,31000,5.0,1.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.68
2009,200000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.24
2007,96000,5.0,2.0,1.0,1600,8.0,2.0,1.0,1.0,37.0,0.14
2007,16347,5.0,4.0,0.0,1500,9.0,1.0,1.0,1.0,30.0,0.25
2025,18000,5.0,1.0,1.0,2000,7.0,0.0,0.0,0.0,17.0,0.89
2021,34000,1.0,3.0,1.0,2755,7.0,2.0,1.0,2.0,39.0,2.8
2026,20,4.0,3.0,1.0,1500,7.0,1.0,1.0,2.0,19.0,1.08
2026,20,4.0,3.0,1.0,1500,7.0,1.0,1.0,2.0,19.0,1.08
2009,111000,5.0,2.0,0.0,3500,2.0,2.0,0.0,0.0,25.0,0.72
2007,97000,5.0,2.0,0.0,3000,8.0,2.0,1.0,0.0,39.0,0.85
2019,47000,2.0,3.0,0.0,2500,7.0,2.0,2.0,2.0,39.0,1.65
2023,19693,5.0,1.0,1.0,2000,7.0,0.0,0.0,0.0,17.0,0.79
2018,66000,2.0,1.0,1.0,2500,8.0,1.0,2.0,2.0,39.0,1.3
2023,28000,5.0,0.0,0.0,660,3.0,2.0,2.0,0.0,15.0,0.35
2020,82000,5.0,1.0,0.0,660,8.0,1.0,2.0,1.0,30.0,0.27
2011,125000,5.0,4.0,1.0,800,6.0,1.0,2.0,2.0,37.0,0.09
2008,120000,5.0,2.0,1.0,1800,8.0,1.0,1.0,1.0,15.0,0.24
2009,137000,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.27
2004,160000,5.0,1.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.23
2009,125000,5.0,0.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.27
2003,100000,5.0,2.0,1.0,1500,8.0,2.0,2.0,1.0,15.0,0.15
2019,42000,5.0,0.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.55
2012,120000,5.0,0.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.29
2022,15600,5.0,0.0,0.0,1800,8.0,0.0,0.0,2.0,39.0,0.71
2006,145000,5.0,0.0,1.0,1300,8.0,1.0,2.0,1.0,37.0,0.15
2010,150000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.23
2020,53000,5.0,2.0,1.0,1500,8.0,1.0,1.0,1.0,39.0,0.43
2020,81000,2.0,0.0,0.0,1500,2.0,1.0,1.0,2.0,15.0,0.64
2016,56000,5.0,2.0,1.0,1800,8.0,1.0,2.0,2.0,39.0,0.46
2012,155000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.29
2014,103421,2.0,2.0,0.0,1500,2.0,0.0,1.0,0.0,15.0,0.41
2012,80000,2.0,0.0,0.0,1500,3.0,2.0,2.0,2.0,15.0,0.3
2023,24000,2.0,1.0,0.0,1500,7.0,0.0,0.0,2.0,14.0,1.05
2021,85000,5.0,3.0,0.0,660,6.0,1.0,1.0,1.0,8.0,0.25
2011,101300,5.0,1.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.26
2006,120000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.2
2003,123,5.0,1.0,1.0,1496,8.0,2.0,2.0,1.0,39.0,0.18
2017,64000,5.0,0.0,1.0,1300,8.0,2.0,1.0,1.0,15.0,0.38
2010,155000,5.0,0.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.28
2026,10,5.0,3.0,1.0,1800,8.0,2.0,0.0,2.0,39.0,0.81
2026,25,2.0,3.0,1.0,1800,7.0,0.0,0.0,0.0,39.0,0.93
2010,125000,5.0,2.0,0.0,4600,7.0,1.0,2.0,2.0,39.0,2.15
2009,115000,5.0,2.0,0.0,4000,7.0,2.0,2.0,2.0,39.0,1.75
2013,99000,5.0,2.0,0.0,4600,7.0,2.0,2.0,2.0,39.0,2.25
2011,110000,5.0,0.0,0.0,2700,7.0,2.0,2.0,2.0,39.0,1.38
2020,39000,5.0,3.0,0.0,2700,7.0,2.0,2.0,2.0,39.0,2.45
2011,12342,5.0,1.0,1.0,800,6.0,1.0,2.0,2.0,37.0,0.09
2022,59000,5.0,0.0,1.0,1500,8.0,2.0,0.0,2.0,15.0,0.82
2008,200000,5.0,2.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.21
2003,350000,5.0,2.0,0.0,1300,8.0,1.0,1.0,1.0,37.0,0.12
2005,340000,5.0,1.0,1.0,1500,8.0,1.0,1.0,1.0,15.0,0.17
2010,98985,5.0,0.0,1.0,1800,8.0,2.0,1.0,1.0,39.0,0.34
2019,50000,5.0,2.0,1.0,1600,8.0,2.0,1.0,1.0,39.0,0.48
2025,15000,5.0,2.0,1.0,1300,8.0,2.0,2.0,2.0,3.0,0.36
2013,101200,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.35
1998,13,1.0,2.0,0.0,3000,7.0,2.0,1.0,1.0,39.0,0.38
2014,117000,5.0,1.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.37
2009,120000,5.0,1.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.27
2006,200000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.22
2006,10,5.0,2.0,0.0,1000,8.0,2.0,2.0,1.0,39.0,0.2
2025,10000,5.0,1.0,1.0,1400,2.0,0.0,0.0,2.0,23.0,0.6
2017,61000,5.0,2.0,0.0,1300,3.0,1.0,1.0,2.0,11.0,0.15
2018,86000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,15.0,0.37
2020,85000,5.0,0.0,1.0,1500,4.0,2.0,2.0,2.0,15.0,0.44
2013,1,5.0,1.0,0.0,660,8.0,2.0,2.0,2.0,30.0,0.15
1995,190000,1.0,0.0,0.0,3000,7.0,1.0,1.0,1.0,39.0,0.35
2020,25000,5.0,0.0,0.0,1500,8.0,0.0,2.0,0.0,28.0,2.75
2015,48000,5.0,0.0,0.0,1800,8.0,2.0,2.0,0.0,0.0,1.3
2024,19100,5.0,1.0,1.0,1500,2.0,0.0,0.0,0.0,26.0,0.74
2023,19500,5.0,0.0,1.0,1600,2.0,0.0,0.0,2.0,4.0,0.81
2021,22205,5.0,3.0,1.0,3500,7.0,0.0,0.0,0.0,39.0,6.25
2025,800,1.0,0.0,1.0,2800,7.0,1.0,1.0,2.0,39.0,2.19
2005,90000,5.0,0.0,0.0,2000,8.0,1.0,1.0,2.0,36.0,0.26
2014,109608,5.0,0.0,0.0,4600,7.0,0.0,0.0,0.0,39.0,2.85
2025,33,2.0,3.0,1.0,1500,7.0,0.0,0.0,2.0,14.0,1.22
2023,113000,5.0,0.0,1.0,1500,8.0,0.0,0.0,2.0,15.0,0.84
2015,160000,5.0,0.0,1.0,1800,8.0,0.0,0.0,0.0,15.0,0.45
2016,136047,5.0,2.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.34
2020,76000,5.0,1.0,0.0,660,8.0,1.0,2.0,1.0,30.0,0.28
2015,150000,2.0,2.0,0.0,1500,2.0,0.0,2.0,0.0,15.0,0.43
2021,74000,5.0,0.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.43
2017,116000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.51
2018,68000,5.0,2.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.44
2023,32000,2.0,1.0,1.0,1500,7.0,0.0,0.0,2.0,14.0,1.05
2007,327000,5.0,1.0,1.0,1800,8.0,2.0,1.0,1.0,39.0,0.26
2017,165000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.39
2022,65000,5.0,1.0,0.0,1598,8.0,2.0,2.0,1.0,39.0,0.61
2020,138000,5.0,3.0,0.0,660,6.0,1.0,1.0,1.0,30.0,0.31
2022,54000,5.0,2.0,1.0,1000,6.0,1.0,1.0,2.0,3.0,0.25
1989,999998,5.0,2.0,0.0,2000,8.0,2.0,1.0,1.0,29.0,0.2
2014,110000,2.0,0.0,0.0,1500,2.0,0.0,1.0,0.0,15.0,0.47
2007,123000,0.0,1.0,1.0,800,6.0,1.0,2.0,2.0,37.0,0.1
1995,350000,5.0,1.0,0.0,1500,8.0,1.0,1.0,1.0,15.0,0.08
2025,9000,1.0,2.0,1.0,2800,7.0,0.0,2.0,0.0,39.0,2.3
2012,295000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.32
2023,39000,2.0,0.0,1.0,1500,7.0,0.0,0.0,2.0,14.0,1.11
2022,28000,1.0,1.0,1.0,2800,7.0,1.0,1.0,2.0,39.0,1.72
2025,1200,2.0,1.0,1.0,1500,2.0,1.0,2.0,2.0,26.0,0.95
2025,11000,5.0,1.0,1.0,1500,2.0,1.0,1.0,2.0,22.0,0.83
2017,55000,5.0,1.0,1.0,4600,7.0,1.0,2.0,2.0,39.0,3.9
2021,49000,5.0,3.0,0.0,1000,2.0,0.0,2.0,0.0,39.0,0.61
2025,7600,5.0,1.0,1.0,1500,8.0,0.0,0.0,2.0,15.0,1.01
2025,280,5.0,3.0,1.0,1600,2.0,1.0,2.0,2.0,17.0,1.21
2021,34000,5.0,3.0,0.0,2700,7.0,2.0,0.0,0.0,39.0,2.7
2021,26000,5.0,3.0,0.0,2700,7.0,2.0,0.0,0.0,39.0,2.6
2021,14000,5.0,3.0,0.0,2700,7.0,2.0,0.0,0.0,39.0,2.7
2023,4500,5.0,3.0,0.0,3500,7.0,0.0,0.0,0.0,39.0,6.55
2012,295000,5.0,1.0,1.0,1300,8.0,1.0,2.0,1.0,39.0,0.32
2011,180000,2.0,0.0,0.0,1800,8.0,1.0,1.0,2.0,39.0,0.38
2021,83000,5.0,0.0,1.0,1800,8.0,0.0,0.0,2.0,39.0,0.63
2013,182000,5.0,2.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.36
2022,41210,5.0,2.0,1.0,1200,2.0,2.0,2.0,2.0,31.0,0.5
2020,68000,5.0,0.0,0.0,1000,2.0,2.0,2.0,2.0,39.0,0.53
2016,75000,5.0,2.0,1.0,1800,8.0,2.0,1.0,1.0,15.0,0.32
2022,49000,5.0,1.0,1.0,1500,8.0,2.0,2.0,2.0,3.0,0.35
2017,168000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.44
2003,50000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,15.0,0.15
2018,110000,5.0,4.0,1.0,1300,3.0,2.0,1.0,2.0,11.0,0.18
2023,17000,5.0,0.0,1.0,2000,2.0,0.0,0.0,2.0,23.0,0.77
1997,168000,5.0,1.0,0.0,3400,7.0,2.0,2.0,2.0,39.0,0.7
2020,62000,5.0,3.0,1.0,1000,2.0,2.0,2.0,2.0,39.0,0.58
2013,130000,5.0,2.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.36
2023,29000,5.0,0.0,1.0,1500,8.0,0.0,0.0,2.0,15.0,0.91
2003,160000,5.0,2.0,0.0,2000,8.0,2.0,2.0,2.0,39.0,0.32
2010,150000,5.0,2.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.2
2020,41000,5.0,3.0,0.0,4600,7.0,0.0,0.0,0.0,39.0,4.45
2021,41000,1.0,3.0,0.0,2800,7.0,0.0,0.0,0.0,39.0,3.35
2017,71000,2.0,0.0,0.0,3500,8.0,2.0,0.0,0.0,28.0,4.25
2022,35000,5.0,0.0,1.0,1598,8.0,2.0,0.0,2.0,39.0,0.66
2020,42000,5.0,3.0,0.0,1000,2.0,0.0,2.0,2.0,8.0,0.53
2004,102117,5.0,1.0,0.0,4700,7.0,2.0,0.0,0.0,39.0,1.39
2023,8800,5.0,3.0,0.0,3500,7.0,0.0,0.0,0.0,39.0,6.85
2023,10000,5.0,3.0,0.0,3500,7.0,0.0,0.0,0.0,39.0,5.8
2015,109000,5.0,0.0,0.0,1800,8.0,2.0,2.0,0.0,0.0,0.98
2021,11000,2.0,3.0,0.0,1500,8.0,2.0,1.0,2.0,15.0,1.22
2015,150000,2.0,3.0,0.0,2500,7.0,2.0,1.0,2.0,39.0,1.14
2021,63000,5.0,3.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.62
2025,13300,5.0,0.0,1.0,1200,2.0,0.0,2.0,2.0,31.0,0.68
2021,54000,5.0,1.0,1.0,2000,7.0,0.0,0.0,0.0,17.0,0.73
1974,47000,5.0,2.0,0.0,2300,7.0,1.0,2.0,1.0,21.0,0.12
2017,62000,5.0,2.0,0.0,1600,8.0,2.0,0.0,0.0,28.0,1.26
2000,188300,5.0,1.0,1.0,1600,8.0,2.0,1.0,1.0,15.0,0.13
2021,60000,5.0,0.0,1.0,1598,8.0,2.0,2.0,1.0,39.0,0.56
2015,90000,5.0,2.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.34
2014,181000,2.0,2.0,0.0,1500,3.0,1.0,1.0,1.0,39.0,0.38
2015,125000,2.0,1.0,0.0,1500,3.0,0.0,1.0,2.0,39.0,0.38
2010,115000,5.0,4.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.23
2005,100000,5.0,4.0,0.0,800,6.0,1.0,2.0,2.0,37.0,0.06
2009,150000,5.0,1.0,1.0,1800,8.0,2.0,1.0,1.0,15.0,0.22
2022,33500,5.0,3.0,0.0,660,6.0,1.0,1.0,2.0,15.0,0.39
2011,208000,2.0,0.0,0.0,1800,8.0,2.0,1.0,2.0,39.0,0.45
2016,74000,2.0,2.0,0.0,1500,8.0,2.0,2.0,2.0,15.0,0.44
2010,90000,5.0,2.0,1.0,800,6.0,2.0,2.0,1.0,37.0,0.09
2022,33000,5.0,2.0,1.0,2000,8.0,2.0,2.0,0.0,17.0,0.6
2022,20000,2.0,3.0,0.0,1500,8.0,2.0,1.0,2.0,15.0,1.28
2020,37000,5.0,3.0,0.0,2700,7.0,1.0,1.0,2.0,39.0,2.7
2017,58159,5.0,2.0,0.0,4600,7.0,2.0,0.0,0.0,39.0,3.55
2022,81000,5.0,1.0,1.0,2000,8.0,2.0,2.0,0.0,17.0,0.57
2018,42000,2.0,0.0,0.0,2500,8.0,2.0,0.0,0.0,39.0,1.65
2012,115000,5.0,1.0,0.0,1800,8.0,2.0,2.0,0.0,28.0,0.94
2018,54147,5.0,3.0,0.0,4600,7.0,2.0,0.0,0.0,39.0,4.52
2012,200000,2.0,1.0,0.0,1300,9.0,2.0,1.0,2.0,15.0,0.32
2024,46200,5.0,0.0,1.0,1500,8.0,2.0,2.0,2.0,15.0,0.81
2023,28700,2.0,1.0,1.0,1500,7.0,0.0,0.0,2.0,14.0,1.03
2024,16818,5.0,0.0,1.0,2000,7.0,0.0,0.0,0.0,17.0,0.95
2017,108000,5.0,1.0,1.0,1300,8.0,2.0,1.0,1.0,15.0,0.35
2017,160000,5.0,1.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.49
2013,130000,5.0,2.0,0.0,1800,2.0,2.0,1.0,1.0,29.0,0.33
2019,35000,5.0,2.0,0.0,660,3.0,1.0,2.0,1.0,39.0,0.3
2023,60000,5.0,0.0,1.0,2000,8.0,2.0,0.0,0.0,17.0,0.62
2018,80000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.43
2013,117000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.31
2011,133000,2.0,2.0,0.0,1800,8.0,2.0,1.0,0.0,39.0,0.35
2023,26000,5.0,0.0,1.0,2000,2.0,0.0,0.0,2.0,23.0,0.75
2010,110000,5.0,2.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.23
2009,100000,5.0,0.0,1.0,1800,8.0,2.0,2.0,1.0,15.0,0.29
2004,164000,5.0,0.0,1.0,1600,8.0,1.0,2.0,1.0,29.0,0.21
2006,107000,5.0,0.0,0.0,1500,8.0,1.0,1.0,2.0,39.0,0.44
2025,25000,5.0,1.0,0.0,660,3.0,2.0,2.0,2.0,15.0,0.32
2022,50000,5.0,1.0,0.0,2000,2.0,0.0,0.0,0.0,23.0,0.73
1991,200000,5.0,2.0,0.0,3500,7.0,2.0,2.0,1.0,29.0,0.18
2021,5500,5.0,0.0,0.0,1800,8.0,2.0,1.0,2.0,15.0,0.77
2017,104000,5.0,2.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.33
2017,102000,5.0,0.0,1.0,1800,8.0,2.0,2.0,2.0,15.0,0.45
2025,8500,2.0,1.0,1.0,1600,8.0,0.0,0.0,0.0,17.0,0.93
2013,149000,5.0,2.0,0.0,2700,7.0,2.0,2.0,0.0,39.0,1.6
2020,63000,5.0,0.0,0.0,1600,8.0,2.0,0.0,0.0,2.0,1.49
2024,45000,5.0,0.0,1.0,2500,8.0,0.0,2.0,0.0,17.0,0.9
2018,41000,5.0,0.0,0.0,1200,8.0,2.0,2.0,0.0,0.0,0.74
2023,10394,5.0,2.0,1.0,1600,2.0,0.0,0.0,2.0,4.0,0.87
2003,117101,5.0,1.0,0.0,4700,7.0,1.0,1.0,1.0,39.0,1.12
2019,22000,5.0,2.0,1.0,1400,8.0,2.0,1.0,2.0,0.0,1.63
2006,150000,1.0,1.0,0.0,3000,7.0,2.0,1.0,2.0,39.0,0.95
2015,61000,5.0,0.0,0.0,5700,7.0,2.0,2.0,0.0,25.0,4.95
2017,138000,5.0,1.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.49
2017,80000,5.0,2.0,0.0,1300,3.0,1.0,1.0,2.0,11.0,0.14
2015,99186,5.0,2.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.38
2020,31000,5.0,3.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.56
2018,114000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.38
2019,113000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.38
2013,163000,5.0,1.0,1.0,1800,8.0,2.0,1.0,1.0,15.0,0.35
2012,126000,5.0,2.0,1.0,1300,8.0,2.0,1.0,1.0,39.0,0.28
2006,215000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,37.0,0.12
2019,95000,5.0,1.0,1.0,1500,8.0,2.0,0.0,2.0,15.0,0.61
2024,45000,5.0,0.0,1.0,2000,7.0,0.0,0.0,0.0,14.0,0.92
2020,96185,5.0,2.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.57
2015,93000,5.0,1.0,1.0,1300,8.0,2.0,2.0,1.0,39.0,0.42
2010,193000,5.0,1.0,1.0,1800,8.0,1.0,1.0,1.0,15.0,0.22
2000,78000,5.0,1.0,1.0,1600,8.0,2.0,2.0,1.0,15.0,0.15
2012,187000,5.0,1.0,0.0,1500,9.0,2.0,2.0,1.0,30.0,0.25
2005,200000,5.0,1.0,0.0,3000,8.0,2.0,0.0,0.0,2.0,0.37
2016,200000,5.0,1.0,1.0,1800,8.0,2.0,1.0,2.0,15.0,0.43
2018,82000,5.0,1.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.54
2017,142000,5.0,1.0,1.0,1300,8.0,1.0,1.0,1.0,15.0,0.31
2022,53000,5.0,1.0,1.0,1600,2.0,0.0,0.0,2.0,4.0,0.74
2016,58700,5.0,0.0,0.0,2700,7.0,2.0,1.0,2.0,39.0,2.0
2012,93000,5.0,0.0,0.0,4600,7.0,2.0,2.0,0.0,39.0,2.92
2013,146000,5.0,0.0,0.0,2500,8.0,2.0,0.0,0.0,39.0,1.23
2026,35,4.0,3.0,1.0,1500,7.0,0.0,0.0,0.0,19.0,1.08
2017,85000,2.0,0.0,0.0,3000,7.0,2.0,1.0,2.0,32.0,2.35
2023,10000,5.0,3.0,0.0,3500,7.0,0.0,0.0,0.0,39.0,6.75
2024,29000,2.0,2.0,1.0,1800,7.0,0.0,0.0,0.0,39.0,0.83
2024,15400,2.0,0.0,1.0,1800,7.0,0.0,0.0,0.0,39.0,0.9
2012,230000,5.0,1.0,0.0,660,6.0,1.0,1.0,1.0,37.0,0.18
2016,83000,5.0,2.0,1.0,1800,8.0,2.0,2.0,2.0,39.0,0.47
1993,585850,1.0,4.0,0.0,2800,7.0,2.0,2.0,2.0,29.0,0.23
2022,72000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.69
2011,150000,2.0,0.0,0.0,1800,8.0,2.0,1.0,2.0,39.0,0.39
2025,2000,5.0,0.0,1.0,1800,8.0,2.0,0.0,2.0,39.0,0.83
2015,97000,2.0,0.0,0.0,1500,3.0,2.0,1.0,2.0,39.0,0.4
2018,140200,5.0,2.0,1.0,1000,6.0,1.0,1.0,1.0,11.0,0.1
2007,129,5.0,2.0,0.0,1500,9.0,2.0,2.0,1.0,30.0,0.2
2007,350000,2.0,1.0,0.0,1500,8.0,2.0,1.0,2.0,39.0,0.27
2001,330000,5.0,1.0,0.0,2700,7.0,1.0,1.0,1.0,39.0,0.4
2003,100000,0.0,1.0,1.0,800,6.0,1.0,2.0,2.0,37.0,0.08
2007,200000,5.0,1.0,0.0,1800,8.0,1.0,1.0,2.0,28.0,0.34
2022,71500,5.0,2.0,1.0,1800,8.0,2.0,0.0,2.0,39.0,0.67
2020,35000,5.0,2.0,0.0,1000,2.0,2.0,2.0,0.0,39.0,0.63
2017,215000,5.0,2.0,0.0,660,6.0,1.0,2.0,1.0,27.0,0.23
2013,120000,5.0,2.0,1.0,1800,8.0,2.0,0.0,2.0,15.0,0.34
2017,120000,2.0,0.0,0.0,1500,2.0,0.0,1.0,0.0,15.0,0.59
2026,25,4.0,3.0,1.0,1500,7.0,0.0,0.0,0.0,19.0,1.08
