year,price,Km_travelled,fuel_type,transmission,city,color,assembly,engine,body_type,interior_scores,exterior_scores,safety_scores,comfort_scores,company
2006,0.34,115000,Petrol,Automatic,Punjab,Silver,Imported,1500,Sedan,4,3,27,13,Toyota
2021,0.69,51000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,18,21,40,35,Honda
2020,0.67,84000,Petrol,Automatic,Islamabad,White,Local,2000,Crossover,28,23,38,42,KIA
2021,0.64,54000,Petrol,Automatic,Islamabad,Black,Local,1800,Sedan,18,21,40,35,Honda
2022,0.61,66000,Petrol,Automatic,Islamabad,White,Local,2000,Crossover,28,13,33,35,KIA
2021,0.63,62000,Petrol,Automatic,Punjab,other,Local,1500,Crossover,34,30,62,50,MG
2021,0.45,57000,Petrol,Manual,Punjab,White,Local,1500,Sedan,18,13,40,24,Toyota
2024,0.44,24000,Petrol,Automatic,Punjab,Black,Local,1500,Sedan,18,21,43,24,Changan
2016,0.41,106000,Petrol,Manual,other,Black,Local,1300,Sedan,14,0,27,13,Toyota
2022,0.67,66000,Petrol,Automatic,Punjab,Black,Local,1800,Sedan,29,21,44,30,Toyota
2004,0.53,120000,Diesel,Automatic,Punjab,Black,Imported,2800,SUV,7,17,18,18,Mitsubishi
2021,0.7,71000,Petrol,Automatic,Islamabad,White,Local,2000,Crossover,28,23,38,35,KIA
2020,0.65,88500,Petrol,Automatic,Islamabad,other,Imported,1500,Sedan,24,21,44,35,Honda
2013,0.44,200000,PHEV,Automatic,Islamabad,White,Imported,1800,Sedan,14,9,27,30,Toyota
2021,0.72,9000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,18,21,40,35,Honda
2018,0.49,101000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,0,0,0,0,Toyota
2016,0.46,95000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,14,17,27,24,Honda
2020,0.59,40000,Petrol,Automatic,Sindh,White,Imported,1000,Crossover,23,13,50,45,Toyota
2022,0.71,49000,Petrol,Automatic,Islamabad,Black,Local,1800,Sedan,24,21,44,30,Toyota
2020,0.64,33500,Petrol,Automatic,Sindh,White,Local,2000,Crossover,28,23,38,42,KIA
2019,0.43,57000,Petrol,Automatic,Sindh,White,Local,1300,Sedan,10,0,16,4,Toyota
2012,0.42,140000,Hybrid,Automatic,Islamabad,Silver,Imported,1800,Sedan,18,9,40,30,Toyota
2019,0.57,70000,Petrol,Automatic,Punjab,other,Local,1800,Sedan,29,24,44,42,Toyota
2019,0.5,10000,Petrol,Automatic,Punjab,other,Local,1300,Sedan,10,0,16,4,Toyota
2020,0.66,59400,Petrol,Automatic,Islamabad,White,Local,2000,Crossover,28,23,38,42,KIA
2021,0.77,22000,Petrol,Automatic,Sindh,Black,Local,2400,Compact SUV,28,30,38,42,KIA
2022,0.68,22700,Petrol,Automatic,Islamabad,Black,Local,1500,SUV,18,23,62,45,Proton
2022,0.73,99000,Petrol,Automatic,Islamabad,Black,Local,2000,SUV,28,23,45,42,Hyundai
2022,0.45,50000,Petrol,Automatic,Punjab,White,Local,1300,Sedan,10,4,39,13,Toyota
2016,0.47,52000,Petrol,Automatic,Punjab,Black,Local,1300,Sedan,14,0,17,13,Toyota
2017,0.41,100000,Petrol,Manual,other,other,Local,1300,Sedan,14,0,27,13,Toyota
2016,0.42,70000,Petrol,Automatic,Punjab,White,Local,1600,Sedan,18,6,33,13,Toyota
2020,0.64,60000,Petrol,Automatic,Islamabad,Silver,Local,2000,Crossover,28,23,38,35,KIA
2014,0.75,79000,Petrol,Automatic,Punjab,Black,Imported,1800,Sedan,18,13,39,35,Audi
2018,0.46,98000,Petrol,Manual,other,White,Local,1300,Sedan,14,0,27,13,Toyota
2022,0.76,44000,Petrol,Automatic,Punjab,White,Local,1500,Sedan,23,18,44,35,Honda
2019,0.68,53000,Petrol,Automatic,Punjab,other,Local,1200,Sedan,15,13,49,36,Audi
2021,1.34,61000,Petrol,Automatic,Punjab,White,Local,2700,SUV,34,13,40,42,Toyota
2019,0.56,120000,Hybrid,Automatic,Islamabad,White,Imported,1500,Crossover,34,13,50,38,Honda
2022,0.89,6000,Petrol,Automatic,Islamabad,White,Local,1500,Sedan,29,21,44,35,Honda
2020,0.68,82000,Petrol,Automatic,Islamabad,Blue,Local,2000,Crossover,28,23,38,42,KIA
2021,0.57,41000,Petrol,Automatic,Punjab,White,Local,1600,Sedan,18,6,33,13,Toyota
2020,0.68,80800,Petrol,Automatic,Punjab,White,Local,2000,Crossover,28,23,38,42,KIA
2022,0.49,25000,Petrol,Automatic,Sindh,Grey,Local,1500,Sedan,7,6,27,13,Toyota
2024,1.04,49953,Hybrid,Automatic,Punjab,White,Local,1500,SUV,37,23,62,35,Haval
2020,0.65,70000,Petrol,Automatic,Punjab,White,Local,2000,Crossover,28,23,38,35,KIA
2022,0.68,53000,Petrol,Automatic,Punjab,other,Local,1800,Sedan,24,21,44,30,Toyota
2020,0.48,50000,Petrol,Manual,Punjab,White,Local,1600,Sedan,18,3,32,13,Toyota
2022,0.61,70000,Petrol,Automatic,Sindh,White,Local,1600,Sedan,18,18,33,24,Toyota
2020,0.63,49000,Petrol,Automatic,Sindh,White,Imported,1000,Crossover,23,13,45,45,Toyota
2013,0.53,180000,Hybrid,Automatic,Islamabad,Silver,Imported,1800,Sedan,18,16,45,42,Toyota
2017,0.49,147000,Petrol,Automatic,Punjab,Silver,Local,1800,Sedan,28,12,49,35,Honda
2023,0.64,57180,Petrol,Automatic,Punjab,Black,Local,2000,Sedan,18,18,40,42,Hyundai
2017,0.53,126000,Petrol,Automatic,Islamabad,White,Imported,1800,Sedan,18,28,40,35,Honda
2020,0.51,10000,Petrol,Automatic,Islamabad,White,Local,1600,Sedan,18,6,33,13,Toyota
2022,0.71,57000,Petrol,Automatic,Sindh,White,Local,2000,Crossover,28,23,38,42,KIA
2021,1.05,5000,Hybrid,Automatic,Un-Registered,White,Imported,1800,Sedan,18,13,40,30,Toyota
2012,0.44,340564,Hybrid,Automatic,Islamabad,White,Imported,1800,MPV,11,7,44,42,Toyota
2022,0.44,92000,Petrol,Automatic,Punjab,Silver,Local,1300,Sedan,10,4,39,13,Toyota
2020,0.82,175000,Hybrid,Automatic,Islamabad,White,Imported,1800,Sedan,18,13,45,45,Toyota
2019,0.52,78000,Petrol,Automatic,Sindh,Black,Local,1600,Sedan,18,6,33,13,Toyota
2014,0.44,140000,Hybrid,Automatic,Sindh,Blue,Imported,1500,Sedan,14,9,34,38,Toyota
2024,0.81,26000,Hybrid,Automatic,Sindh,Black,Local,1800,SUV,28,21,45,42,Toyota
2021,0.73,66500,Petrol,Automatic,Islamabad,Black,Local,2000,SUV,28,23,45,42,Hyundai
2011,0.45,120000,Hybrid,Automatic,Islamabad,White,Imported,1800,Sedan,16,20,33,18,Toyota
2020,0.58,19000,Petrol,Automatic,Un-Registered,other,Imported,1000,Crossover,23,13,45,45,Toyota
2023,0.77,30000,Petrol,Automatic,other,White,Local,2000,Crossover,28,30,38,35,KIA
2015,1.0,91000,Petrol,Automatic,Punjab,Grey,Imported,1800,Sedan,18,13,45,50,Audi
2012,0.45,200,Hybrid,Automatic,Islamabad,other,Imported,1800,Sedan,18,13,45,30,Toyota
2024,1.39,35000,Hybrid,Automatic,Islamabad,White,Imported,1600,SUV,7,14,27,19,Hyundai
2014,0.42,74000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,14,17,27,24,Honda
2017,0.48,119642,Petrol,Manual,Punjab,White,Local,1800,Sedan,18,9,40,19,Toyota
2020,0.45,185000,Petrol,Automatic,Islamabad,White,Local,1500,Sedan,18,13,40,24,Toyota
2021,0.66,34000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,23,4,40,35,Honda
2022,0.63,49000,Petrol,Automatic,Islamabad,White,Local,1600,Sedan,18,10,45,13,Toyota
2004,0.83,135000,Petrol,Automatic,Islamabad,White,Imported,3400,SUV,10,9,27,23,Toyota
2005,0.59,115000,Petrol,Automatic,Sindh,Black,Imported,3000,Sedan,18,17,34,43,Toyota
2021,1.22,32000,Hybrid,Automatic,other,Black,Imported,1500,Crossover,28,13,54,50,Honda
2022,0.93,58000,Petrol,Automatic,Punjab,Black,Local,2500,Sedan,43,20,45,42,Hyundai
2025,0.6,3000,Petrol,Automatic,Punjab,White,Local,1400,Crossover,28,21,50,30,KIA
2021,0.57,73000,Petrol,Automatic,Islamabad,White,Local,2000,Sedan,18,18,40,42,Hyundai
2025,1.29,31750,Hybrid,Automatic,Punjab,Black,Local,1600,SUV,43,23,62,43,Hyundai
2021,0.67,34000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,23,4,40,35,Honda
2024,1.15,42200,Hybrid,Automatic,Islamabad,White,Local,1500,SUV,37,30,62,52,Haval
2021,0.64,60000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,23,4,40,35,Honda
2023,1.87,69000,Diesel,Automatic,Islamabad,Black,Local,2800,SUV,34,13,53,43,Toyota
2018,0.52,82000,Petrol,Automatic,Punjab,White,Local,1600,Sedan,18,6,33,13,Toyota
2019,4.6,49500,Petrol,Automatic,Punjab,Black,Imported,4600,SUV,24,21,62,42,Toyota
2019,0.55,75000,Petrol,Automatic,Islamabad,Black,Local,1600,Sedan,18,6,33,13,Toyota
2017,0.42,144000,Petrol,Automatic,Punjab,White,Local,1300,Sedan,14,0,17,13,Toyota
2020,0.51,68000,Petrol,Automatic,Un-Registered,other,Imported,1000,Crossover,18,13,54,38,Daihatsu
2020,0.62,56500,Petrol,Automatic,Un-Registered,White,Imported,1000,Crossover,23,13,45,45,Toyota
2019,0.56,148000,Petrol,Automatic,Sindh,Silver,Local,1800,Sedan,18,21,40,35,Honda
2026,0.95,1725,Hybrid,Automatic,Un-Registered,White,Local,1500,Crossover,28,23,62,43,MG
2023,0.53,18000,Petrol,Automatic,Islamabad,Black,Local,1500,Sedan,18,13,40,24,Toyota
2021,0.68,15000,Petrol,Automatic,Islamabad,Black,Local,1500,Crossover,34,23,62,50,MG
2024,0.9,13000,Petrol,Automatic,Sindh,White,Local,1500,Compact SUV,18,23,62,50,Changan
2014,0.46,168000,Petrol,Automatic,Punjab,White,Imported,1500,Mini Van,18,6,34,23,Honda
2014,0.44,168000,Hybrid,Automatic,Sindh,Silver,Imported,1800,Sedan,18,9,33,30,Toyota
2018,0.68,100184,Hybrid,Automatic,Un-Registered,White,Imported,1800,Sedan,18,13,40,35,Toyota
2017,0.5,82000,Petrol,Automatic,Sindh,Black,Local,1800,Sedan,7,14,27,19,Toyota
2017,0.48,90000,Petrol,Automatic,Punjab,Silver,Local,1800,Sedan,18,21,40,35,Honda
2018,2.59,54000,Petrol,Automatic,Punjab,White,Imported,2700,SUV,11,13,39,44,Toyota
2014,0.45,116018,Petrol,Automatic,Sindh,Silver,Local,1800,Sedan,24,17,40,30,Toyota
2021,0.56,65000,Petrol,Automatic,Punjab,White,Local,1600,Sedan,18,10,45,13,Toyota
2019,0.6,88000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,23,4,40,35,Honda
2021,0.59,42500,Petrol,Automatic,Sindh,other,Local,1800,Sedan,18,21,44,35,Honda
2022,1.43,34320,Petrol,Automatic,Punjab,White,Local,2700,SUV,34,13,40,42,Toyota
2017,0.63,82000,Hybrid,Automatic,Punjab,Blue,Imported,1800,Crossover,18,13,54,32,Toyota
2018,0.46,54000,Petrol,Automatic,Sindh,Silver,Local,1300,Sedan,14,0,17,13,Toyota
2020,0.56,108000,Petrol,Automatic,Islamabad,Silver,Imported,1000,Crossover,28,13,45,30,Daihatsu
2017,0.41,50000,Petrol,Automatic,Sindh,Grey,Local,1300,Sedan,14,0,17,13,Toyota
2021,0.45,80000,Petrol,Automatic,Punjab,Black,Local,1300,Sedan,10,4,39,13,Toyota
2015,0.56,100000,Petrol,Manual,Punjab,White,Local,1600,Sedan,18,3,32,13,Toyota
2024,0.8,23500,Petrol,Automatic,Punjab,White,Imported,2000,Crossover,28,13,33,35,KIA
2019,0.62,92000,Petrol,Automatic,Punjab,White,Local,2000,Crossover,28,23,38,42,KIA
2015,0.45,48000,Petrol,Automatic,Sindh,Black,Local,1800,Sedan,14,17,27,24,Honda
2018,0.55,102000,Petrol,Automatic,Punjab,other,Local,1800,Sedan,18,21,40,35,Honda
2018,0.57,85000,Hybrid,Automatic,Punjab,Black,Imported,1500,Van,24,28,57,42,Toyota
2019,0.7,60200,Hybrid,Automatic,Un-Registered,White,Imported,1500,MPV,23,6,34,43,Honda
2021,0.4,150000,Petrol,Manual,Sindh,White,Local,1300,Sedan,18,13,39,13,Toyota
2019,0.55,98000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,18,21,44,35,Honda
2020,0.52,78879,Petrol,Automatic,Punjab,White,Imported,1000,Crossover,18,10,45,24,Toyota
2019,1.25,99000,Petrol,Automatic,Islamabad,Black,Local,2700,SUV,34,9,40,35,Toyota
2022,0.55,28500,Petrol,Automatic,Sindh,Grey,Local,1500,MPV,18,13,33,29,Honda
2023,0.65,110000,Hybrid,Automatic,Punjab,Black,Imported,1500,Crossover,28,13,54,50,Honda
2017,0.4,132000,Hybrid,Automatic,Punjab,Black,Imported,1198,Mini Van,18,13,53,25,Nissan
2022,0.83,63000,Petrol,Automatic,Punjab,White,Local,1500,Sedan,24,21,44,35,Honda
2025,0.92,5900,Petrol,Automatic,Punjab,Silver,Local,1500,SUV,28,23,62,43,Haval
2023,11.65,5500,Petrol,Automatic,Un-Registered,Black,Imported,3500,SUV,43,21,62,43,Lexus
2019,0.46,240000,Petrol,Manual,Punjab,Silver,Local,1300,Sedan,14,0,27,13,Toyota
2012,1.15,71000,Hybrid,Automatic,Punjab,other,Imported,3000,Sedan,7,6,27,19,BMW
2024,0.88,20000,Petrol,Automatic,Sindh,White,Local,2000,Crossover,28,23,38,42,KIA
2019,0.54,44000,Petrol,Automatic,Sindh,Silver,Local,1600,Sedan,18,6,37,13,Toyota
2021,0.56,57000,Petrol,Automatic,Punjab,Silver,Local,1600,Sedan,18,6,33,13,Toyota
2022,0.46,30130,Petrol,Automatic,Un-Registered,White,Local,1300,Sedan,28,9,32,13,Toyota
2025,1.2,17000,Hybrid,Automatic,Punjab,other,Local,1500,SUV,37,23,62,43,Haval
2014,0.45,119000,Hybrid,Automatic,Islamabad,Black,Imported,1500,Crossover,34,9,50,38,Honda
2016,0.56,84000,Hybrid,Automatic,Islamabad,White,Imported,1500,Sedan,14,9,34,38,Toyota
2020,0.54,48000,Petrol,Automatic,Punjab,Grey,Local,1300,Sedan,14,0,17,13,Toyota
2021,0.68,82000,Petrol,Automatic,Islamabad,other,Local,1500,Sedan,23,21,34,35,Honda
2017,0.75,49956,Hybrid,Automatic,Islamabad,White,Imported,1800,Crossover,18,13,50,38,Toyota
2002,0.5,50000,Petrol,Automatic,Sindh,other,Imported,3000,SUV,18,13,45,25,BMW
2021,0.62,47000,Petrol,Automatic,Un-Registered,White,Imported,1000,Crossover,0,6,27,19,Toyota
2023,0.67,64000,Petrol,Automatic,Sindh,Black,Local,1500,Crossover,34,30,62,50,MG
2025,0.46,35000,Petrol,Automatic,Islamabad,White,Imported,1500,Sedan,0,0,0,0,Changan
2025,0.61,45000,Petrol,Automatic,Punjab,White,Imported,1000,Crossover,23,20,49,55,Toyota
2023,0.83,9500,Hybrid,Automatic,Un-Registered,White,Imported,1500,Hatchback,28,20,62,45,Toyota
2022,0.7,75000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,29,21,44,30,Toyota
2024,0.81,19150,Petrol,Automatic,Islamabad,Black,Local,2000,SUV,7,6,27,19,Hyundai
2020,0.57,125000,Petrol,Automatic,Islamabad,Black,Imported,1000,Crossover,18,10,45,24,Toyota
2025,0.9,20000,Petrol,Automatic,Islamabad,Black,Local,2000,Crossover,28,30,38,42,KIA
2017,0.42,139000,Petrol,Manual,Islamabad,White,Local,1300,Sedan,14,16,23,13,Toyota
2019,0.62,42000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,23,28,44,35,Honda
2020,0.6,86000,Petrol,Automatic,Un-Registered,White,Imported,1000,Crossover,7,6,27,19,Toyota
2021,0.62,67000,Petrol,Automatic,Islamabad,White,Local,2000,Crossover,28,13,33,35,KIA
2021,0.62,78000,Petrol,Automatic,other,White,Local,1800,Sedan,29,21,44,30,Toyota
2019,0.65,110000,Petrol,Automatic,Islamabad,White,Imported,1500,Sedan,24,21,44,35,Honda
2019,0.53,53000,Petrol,Automatic,Sindh,other,Local,1800,Sedan,18,21,40,35,Honda
2021,0.47,60000,Petrol,Automatic,Islamabad,White,Imported,1500,Sedan,18,10,40,24,Toyota
2021,0.58,140000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,18,21,40,35,Honda
2018,0.57,6900,Petrol,Automatic,Islamabad,White,Local,1300,Sedan,14,0,17,13,Toyota
2025,1.38,2000,PHEV,Automatic,Punjab,White,Local,1500,SUV,37,23,62,43,Haval
2019,0.56,70000,Petrol,Automatic,Sindh,Silver,Local,1800,Sedan,18,21,40,35,Honda
2017,0.41,190000,Petrol,Manual,Sindh,White,Local,1300,Sedan,18,7,33,13,Toyota
2022,0.73,46000,Petrol,Automatic,Sindh,White,Local,2000,Crossover,28,23,45,42,Hyundai
2016,0.55,66000,Hybrid,Automatic,Sindh,White,Imported,1500,Crossover,0,0,0,0,Honda
2023,0.95,4300,Petrol,Automatic,Islamabad,White,Local,1500,Sedan,29,21,44,35,Honda
2023,0.81,42000,Petrol,Automatic,Islamabad,Black,Local,2000,SUV,28,23,45,42,Hyundai
2021,0.43,33000,Petrol,Automatic,Sindh,White,Local,1300,Sedan,15,10,40,13,Toyota
2018,0.43,108000,Petrol,Automatic,Sindh,White,Local,1500,MPV,28,9,43,29,Honda
2017,0.48,46673,Petrol,Automatic,Sindh,Silver,Local,1800,Sedan,28,21,44,35,Honda
2019,0.4,150000,Petrol,Manual,Punjab,Black,Local,1300,Sedan,14,0,35,13,Toyota
2020,0.58,54000,Petrol,Automatic,Punjab,White,Imported,1000,Crossover,23,13,45,45,Toyota
2023,0.67,52000,Petrol,Automatic,Punjab,White,Local,1500,Crossover,18,10,44,29,Honda
1996,0.72,85000,Diesel,Automatic,Punjab,Grey,Imported,3000,SUV,14,9,21,13,Toyota
2020,0.61,39000,Petrol,Automatic,Islamabad,other,Imported,1000,Crossover,23,13,45,45,Toyota
2021,0.68,107000,Petrol,Automatic,Punjab,Black,Local,2000,Crossover,28,23,38,35,KIA
2007,0.62,106500,Petrol,Automatic,Punjab,Black,Imported,1800,Sedan,24,20,45,50,Mercedes-Benz
2021,1.48,62000,Diesel,Automatic,Punjab,Black,Local,2800,SUV,34,13,45,42,Toyota
2021,0.7,32000,Petrol,Automatic,Islamabad,Black,Local,1800,Sedan,18,21,40,35,Honda
2020,0.57,26500,Petrol,Automatic,Un-Registered,other,Imported,1000,Crossover,28,20,45,55,Toyota
2024,0.72,18500,Petrol,Automatic,Sindh,other,Local,1500,Crossover,34,23,62,50,MG
2024,1.03,43000,Hybrid,Automatic,Punjab,White,Local,1500,SUV,37,23,62,35,Haval
2013,0.4,116000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,23,24,31,19,Honda
2017,0.44,158000,Hybrid,Automatic,Islamabad,Silver,Imported,1500,Hatchback,18,10,40,24,Toyota
2018,0.66,27500,Petrol,Automatic,Islamabad,Silver,Local,1800,Sedan,18,21,40,35,Honda
2021,0.68,65205,Petrol,Automatic,Punjab,other,Local,1800,Sedan,29,30,49,37,Toyota
2020,0.62,57000,Petrol,Automatic,Islamabad,White,Imported,1000,Crossover,18,20,62,40,Toyota
2025,0.67,15000,Petrol,Automatic,Islamabad,White,Local,1500,Crossover,18,23,62,37,DFSK
2020,0.47,37000,Petrol,Automatic,Un-Registered,White,Imported,660,SUV,14,9,40,37,Suzuki
2021,0.7,68000,Petrol,Automatic,Punjab,White,Local,2000,Crossover,28,23,38,35,KIA
2007,0.41,168000,Petrol,Automatic,Islamabad,Silver,Imported,1800,Sedan,10,3,21,25,Toyota
2017,0.47,80000,Petrol,Automatic,Punjab,White,Local,1600,Sedan,28,16,33,13,Toyota
2018,0.7,240000,Hybrid,Automatic,Islamabad,White,Imported,1500,Crossover,34,9,50,38,Honda
2019,0.41,65000,Petrol,Automatic,Islamabad,White,Local,1300,Sedan,10,3,17,13,Honda
2017,0.53,97800,Petrol,Automatic,Punjab,White,Local,1500,Sedan,23,21,40,35,Honda
2020,0.68,59000,Hybrid,Automatic,Punjab,other,Imported,1500,Hatchback,28,20,50,30,Toyota
1996,0.47,178416,Diesel,Automatic,Punjab,other,Imported,3000,SUV,14,3,21,13,Toyota
2013,0.4,109000,Hybrid,Automatic,Sindh,Black,Imported,1500,Crossover,34,13,50,38,Honda
2018,0.65,66000,Petrol,Automatic,Islamabad,other,Imported,1800,Sedan,24,17,52,37,Toyota
2019,0.56,54004,Petrol,Automatic,Sindh,other,Local,1800,Sedan,24,17,40,30,Toyota
2019,0.42,140000,Petrol,Automatic,Sindh,other,Local,1300,Sedan,14,0,17,13,Toyota
2016,0.57,115000,Hybrid,Automatic,Punjab,Grey,Imported,1500,Crossover,34,9,50,38,Honda
2018,0.54,82000,Petrol,Automatic,Islamabad,Silver,Local,1800,Sedan,18,21,40,35,Honda
2025,0.97,20000,Hybrid,Automatic,Islamabad,Silver,Local,1500,Crossover,28,23,62,43,MG
2018,0.54,154000,Petrol,Automatic,Punjab,Silver,Local,1800,Sedan,18,21,40,35,Honda
2022,0.66,22000,Petrol,Automatic,Islamabad,other,Local,1500,SUV,0,14,27,19,Proton
2013,2.34,141000,Petrol,Automatic,Islamabad,White,Imported,4600,SUV,24,17,50,35,Toyota
2022,0.7,39000,Petrol,Automatic,Islamabad,other,Local,1800,Sedan,18,21,40,35,Honda
2021,0.52,45000,Petrol,Automatic,Islamabad,Black,Local,1500,Crossover,18,23,62,37,DFSK
2021,0.45,64000,Petrol,Automatic,Punjab,Silver,Local,1300,Sedan,28,13,39,13,Toyota
2025,0.86,900,Petrol,Automatic,Un-Registered,Black,Local,1500,Sedan,23,10,40,35,Honda
2018,1.35,97600,Diesel,Automatic,Punjab,other,Local,2800,SUV,29,13,40,42,Toyota
2022,0.57,6000,Petrol,Automatic,Islamabad,Black,Local,1500,Crossover,18,23,62,37,DFSK
2022,0.58,41000,Petrol,Automatic,Sindh,White,Local,1598,Sedan,18,10,45,13,Toyota
2022,0.43,35000,Petrol,Automatic,Sindh,White,Local,1300,Sedan,28,13,39,13,Toyota
2015,0.41,103000,Petrol,Automatic,Punjab,Silver,Local,1800,Sedan,14,17,27,24,Honda
2008,1.05,160000,Petrol,Automatic,Islamabad,Black,Imported,2700,SUV,0,6,27,13,Toyota
2025,1.0,20000,Petrol,Automatic,Islamabad,White,Local,1500,Sedan,29,21,44,35,Honda
2022,0.79,80000,Petrol,Automatic,Islamabad,White,Local,2000,SUV,28,23,45,42,Hyundai
2019,0.43,65000,Petrol,Manual,Punjab,Black,Local,1300,Sedan,14,0,27,13,Toyota
2016,0.52,127000,Petrol,Automatic,Islamabad,White,Imported,1500,MPV,18,17,40,38,Honda
2023,0.66,39500,Petrol,Automatic,Punjab,Black,Local,1500,SUV,18,23,62,45,Proton
2021,0.75,56000,Hybrid,Automatic,Islamabad,other,Imported,1200,Crossover,18,13,45,38,Toyota
2022,0.59,60000,Petrol,Automatic,Islamabad,White,Local,1598,Sedan,18,10,45,13,Toyota
2022,0.61,70000,Petrol,Automatic,Sindh,White,Local,1598,Sedan,24,18,49,24,Toyota
2025,0.94,25600,Petrol,Automatic,Islamabad,Silver,Local,1500,Sedan,29,21,44,35,Honda
2015,0.42,153000,Hybrid,Automatic,Islamabad,White,Imported,1500,Hatchback,14,9,33,13,Toyota
2025,1.2,2200,Hybrid,Automatic,Islamabad,Silver,Local,1500,SUV,37,23,62,43,Haval
2021,0.65,53000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,18,21,40,35,Honda
2017,4.25,68000,Petrol,Automatic,Islamabad,White,Imported,4600,SUV,24,21,62,42,Toyota
2024,0.84,44000,Petrol,Automatic,Islamabad,Black,Local,2000,SUV,28,23,38,42,KIA
2020,1.42,24000,Diesel,Automatic,Sindh,White,Local,2800,SUV,43,13,58,42,Toyota
2018,0.67,188000,Petrol,Automatic,Punjab,Blue,Imported,1500,MPV,18,6,34,35,Honda
2019,0.63,90000,Petrol,Automatic,Punjab,White,Local,2000,Crossover,28,23,38,42,KIA
2021,0.62,75000,Petrol,Automatic,Punjab,Grey,Local,2000,Crossover,28,13,33,35,KIA
2017,0.6,95000,Petrol,Automatic,other,White,Local,1800,Sedan,18,9,40,19,Toyota
2018,0.54,93710,Petrol,Automatic,Punjab,White,Local,1800,Sedan,18,21,40,35,Honda
2021,0.57,70000,Petrol,Automatic,Punjab,Blue,Imported,1000,Crossover,23,13,45,45,Toyota
2015,0.41,135000,Petrol,Automatic,Punjab,Grey,Local,1800,Sedan,14,24,33,24,Honda
2021,0.56,43300,Petrol,Automatic,Sindh,Silver,Local,1600,Sedan,18,10,45,13,Toyota
2009,0.59,140000,Hybrid,Automatic,Sindh,Black,Imported,3500,Crossover,11,13,43,37,Lexus
2025,0.79,8360,Petrol,Automatic,Punjab,White,Local,1800,Sedan,29,21,44,30,Toyota
2015,0.42,164000,Hybrid,Automatic,Sindh,White,Imported,1500,Crossover,34,9,50,38,Honda
2026,0.66,30000,Petrol,Automatic,Sindh,White,Imported,1000,Crossover,23,13,45,45,Toyota
2018,0.47,103000,Petrol,Manual,Islamabad,White,Local,1300,Sedan,14,0,27,13,Toyota
2022,0.53,58900,Petrol,Automatic,Punjab,White,Local,1500,Crossover,18,23,62,37,DFSK
2019,0.57,120000,Petrol,Automatic,Islamabad,other,Local,1800,Sedan,24,17,40,30,Toyota
2024,0.76,27000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,29,21,44,30,Toyota
2018,0.45,67000,Petrol,Automatic,Sindh,Blue,Local,1600,Sedan,18,6,33,13,Toyota
2018,0.4,80000,Petrol,Automatic,Punjab,White,Local,1500,Sedan,14,9,17,13,Honda
2021,0.63,106000,Petrol,Automatic,Punjab,White,Local,1800,Sedan,18,21,40,35,Honda
2022,0.62,39500,Petrol,Automatic,Sindh,Silver,Local,1598,Sedan,18,10,45,13,Toyota
2017,0.44,63000,Petrol,Automatic,Sindh,other,Local,1600,Sedan,18,6,33,13,Toyota
2017,0.4,191000,Petrol,Manual,Punjab,Silver,Local,1300,Sedan,14,0,27,13,Toyota
2015,0.42,170000,Petrol,Automatic,Punjab,other,Imported,1600,Sedan,14,9,33,13,Toyota
2021,0.72,73835,Petrol,Automatic,Islamabad,other,Local,2000,Crossover,28,23,38,42,KIA
2004,0.68,120000,Petrol,Automatic,Islamabad,other,Imported,2700,SUV,7,9,27,18,Toyota
2017,0.75,138000,Petrol,Automatic,Islamabad,Black,Local,1500,Crossover,20,10,44,42,BMW
2020,0.44,110000,Petrol,Automatic,Islamabad,White,Local,1500,Sedan,14,9,17,13,Honda
2019,0.61,50000,Petrol,Automatic,Islamabad,White,Local,1800,Sedan,24,17,40,30,Toyota
2019,0.78,93000,Hybrid,Automatic,Sindh,White,Imported,1800,Crossover,18,13,50,38,Toyota
2022,0.86,75000,Petrol,Automatic,Islamabad,Blue,Local,2500,Sedan,43,20,45,42,Hyundai
2017,1.04,54000,Petrol,Automatic,Islamabad,White,Imported,1400,Sedan,24,10,39,35,Audi
2008,0.45,213176,Petrol,Automatic,Islamabad,Black,Imported,2000,Sedan,14,9,32,32,Honda
2024,0.68,32000,Petrol,Automatic,Islamabad,White,Local,1498,Crossover,28,21,54,35,Chery
2022,0.68,46914,Petrol,Automatic,Punjab,White,Imported,1800,Sedan,24,17,40,30,Toyota
